objectid_1,objectid,acreage,sqft,final_cat,type,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_user,created_date,last_edited_user,last_edited_date,maintenanceresponsibility,dpw_ac,globalid_2,shape_area,shape_length
1,7,4.02708069,175418.93301902,Neighborhood Park,NP,5,Alton Playground,Alton Park,Alton Park,Western,1680.93778101,5469398c-9490-4e55-b4d4-776bc4862a7e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,4.02708068633731,da0d2882-2417-459e-8ef9-a417abe0ebbb,28146.015625,673.341515971604
2,50,6.7457143,293842.13973275,Neighborhood Park,NP,4,Dunbar Playground,Dunbar Park,Dunbar Park,Western,2666.55630682,5d9753a7-660a-4015-abb1-96fb651a03cf,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,6.74571430451881,b8f9d54d-524c-471a-ab3a-407498248674,47180.68359375,1068.12857339807
3,44,7.22028579,314514.3911635,Neighborhood Park,NP,13,Curto Park,Frank Curto Park,Frank Curto Park,State,4947.79134007,789bcaf2-11c5-4ada-82e8-e03ad3899319,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Schenley,7.22028579487693,01c4e4da-165e-4f1b-99bf-75ef45631820,50518.4140625,1980.85650192447
4,38,4.22351288,183975.48527285,Neighborhood Park,NP,1,Cowley Playground,Cowley Park,Cowley Park,Northern,1706.73971546,d8f9288e-6a5e-4640-8245-97a8c6a95248,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,4.22351288285124,cc0a7aa9-3c18-408c-8b8e-9ce538545dab,29557.37890625,683.92287791608
5,121,5.19255903,226186.96645814,Neighborhood Park,NP,4,McGonigle Playground,McGonigle Park,McGonigle Park,Western,4098.9491653,96e44c78-3181-4961-8e84-b40b284bbfb6,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,5.19255902683011,1a0f5318-3843-44d2-8ebd-3535cd8532e5,36340.35546875,838.911194598375
6,58,0.85385041,37193.57508534,Regional Park,RP,6,Eileen McCoy Parklet,Emerald View Park - Eileen McCoy Park,Emerald View Regional Park,Western,780.26813719,85e78b3f-6464-4be8-a756-695779735770,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,0.85385041001108,9763ac1a-8d25-4b00-9806-ca46a9ce2d96,5971.8984375,312.666485129927
7,172,6.62192106,288449.7276183,Neighborhood Park,NP,1,Spring Garden Field,Spring Garden Park,Spring Garden Park,Northern,1231.0089363,cafe92f4-0b45-42f4-9411-15363c7d50d1,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,6.62192106108062,ddff86b5-bbf7-430f-a88a-96275c88ff29,46351.18359375,1403.75010434426
8,190,22.54139275,981899.14068986,Community Park,CP,13,West Penn Park,West Penn Park,West Penn Park,State,4544.06311033,a0481df3-0fb0-4913-8d63-74cf6358656b,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Schenley,22.541392752484,0ef973db-1563-4b63-935e-a9494b8dc1c2,157734.1796875,1820.3361825004
9,22,1.68346994,73331.65745964,Neighborhood Park,NP,9,Blair St Parklet,Blair Street Park,Blair St. Park,Schenley,1179.30834272,284d433b-7f9f-4708-83ff-c76d15c28685,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Schenley,1.68346994460849,ddbc11be-55b1-4a67-ba01-0769e929b291,11762.42578125,472.659605763048
10,29,0.09355207,4075.11198378,Beautification Site,BTF,5,Brookline Monument,Brookline Monument,Brookline Monument,Southern,301.24993005,db8866c6-e4e2-40cc-9b91-b6a61dbb8579,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,4th Division,9.35520726418919E-02,1d64b533-b6e1-4445-9b9d-ca6c29e63d30,653.43359375,120.556638587203
11,20,0.24159906,10524.01282457,Beautification Site,BTF,5,Beechview Monument,Beechview Monument,Beechview Monument,Western,444.08349025,de2ca330-1b55-483d-9403-4637822ca5e3,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,5th Division,0.241599056950036,36456426-ff3d-4486-ad60-14178d66021e,1688.03125,177.947133385568
12,192,0.01301447,566.90806804,Beautification Site,BTF,4,Westwood Island,Westwood Island,Westwood Island,Western,93.1245652,82bd048c-8ac4-45af-991b-72228f39bd32,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,5th Division,1.30144705159557E-02,3113ca0f-b3cf-4b2a-bc20-f9aacdbc8fc5,91.03125,37.3102791515177
13,12,1.48849278,64838.48626932,Neighborhood Park,NP,7,Armstrong Playground,Armstrong Park,Armstrong Park,Southern,1015.27727183,8b1b9560-5b36-4925-93a2-205b276edb4f,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,1.48849278292105,62cb09d7-402d-4fae-a327-6b34f05deda5,10407.5078125,403.618578648289
14,166,0.14885629,6484.15395273,Beautification Site,BTF,4,Sheraden Monument,Sheraden Monument,Sheraden Monument,Western,369.47866131,8418b4f5-e453-45fb-9b9f-71b56a782739,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,5th Division,0.148856287636088,11a95706-e165-43c9-93a9-b7af75fca271,1041.58984375,148.113103310273
15,94,0.59325563,25842.11185087,Neighborhood Park,NP,3,Jefferson Playground,Jefferson Park,Jefferson Park,Northern,679.93778871,fbfc5a30-c277-428b-b9a3-d8fd5eb06a64,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,0.59325562946793,c6f0e2ed-ddc2-464b-b144-26b4264dc2ff,4151.84375,272.710547317956
16,206,6.41794151,279564.41396644,Neighborhood Park,NP,1,Spring Hill Playground,Spring Hill Park,Spring Hill Park,Northern,2401.52521801,1be984a8-ff8e-4e15-baaf-ba53e2fac8c3,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,6.4179415111903,10c2c167-0443-4d0f-9f4a-1b57a3e7a346,44930.03515625,962.288433488359
17,39,0.08777855,3823.61818197,Beautification Site,BTF,14,Craft Triangle,Craft Triangle,Craft Triangle,Schenley,249.4495686,ed06cbc2-d61c-453c-a61f-0b2f2aea4fac,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,3rd Division,8.77785462922157E-02,0fde0d53-a670-49ea-b4ee-072393462a1e,613.890625,99.9276835879911
18,16,0.27823484,12119.86120851,Beautification Site,BTF,14,Bates St Triangle,Bates St Triangle,Bates St Triangle,Schenley,431.50681888,88d2aac9-ab97-4fe4-95de-093659d7a5fd,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,3rd Division,0.278234841324518,69903000-5b2a-43ea-bc68-0cee1e48959b,1945.78125,172.882153721956
19,104,6.02794437,262576.20632833,Neighborhood Park,NP,13,Leslie Park,Leslie Park,Leslie Park,Northeast,2066.00460031,8728e9ee-a6c5-49fa-80f8-b369a26aae02,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,6.02794436722474,9834eab9-a3e5-40d0-bb66-2adc4fd4f021,42203.01953125,828.42073406899
20,93,0.03451084,1503.28634521,Beautification Site,BTF,16,Jail Triangle,Jail Triangle,Jail Triangle,State,169.0067854,2193e97c-d602-446e-94a5-d37370e864ec,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,6th Division,3.45108438562134E-02,8f59ee96-a6c1-42b9-8aa9-9871d8dcfee8,241.375,67.6634128681743
21,177,1.18120924,51453.26866362,Neighborhood Park,NP,10,Swisshelm Parklet,Swisshelm Park,Swisshelm Park,Eastern,909.71795803,a345eae0-81c6-4e68-88ef-e73c5717311f,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,1.18120923960782,6324ca2e-1ae0-49e2-9f35-d61c37fa4485,8257.27734375,364.462447565535
22,204,0.64868509,28256.60933125,Neighborhood Park,NP,4,Townsend Parklet,Townsend Park,Townsend Park,Western,669.53504644,446d0fe8-1532-4253-8258-fcb5c0677421,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,0.648685086272452,2f82c6a5-15e8-4905-b8aa-b8caa2ed6bdd,4537.61328125,268.291037707778
23,95,5.41337556,235805.69596935,Neighborhood Park,NP,12,Joe Natoli Playground,Joe Natoli Park,Joe Natoli Park,Northeast,2027.25345377,bc75545d-28e9-4c68-b1fd-40fa6c3b3bbf,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northeast,5.41337555544003,22cfa390-b96e-44f5-9fae-c65f28519d6b,37912.62109375,812.79938199073
24,62,3.55487677,154849.81274123,Neighborhood Park,NP,4,Fairywood Playground,Fairywood Park,Fairywood Park,Western,1580.61786622,b14e6db3-cd9c-4ce2-9b58-aa2632b7a75f,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,3.5548767709444,648ddfb5-86cd-40df-874e-5fcaabc03692,24870.94140625,633.400422720458
25,114,2.80961088,122386.16025268,Neighborhood Park,NP,3,Manchester Playground,Manchester School Park,Manchester School Park,Northern,1734.43395184,98a049bc-a038-4cf7-bc06-a8ab9c41582f,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,2.80961087692343,cd5140c0-d6de-4e8b-ada7-2594287fa5c3,19661.42578125,572.715091524558
27,106,1.15757262,50423.66174269,Beautification Site,BTF,16,Liberty Avenue Island,Liberty Avenue Island,Liberty Avenue Island,State,2220.12911752,ab150e5d-67ff-4b95-a634-3e3c5397f38b,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,6th Division,1.15757262254229,fe4ab18c-df3a-4274-aa70-245e160aae6e,8096.93359375,888.842052885059
28,209,1.61390665,70301.49267475,Beautification Site,BTF,16,Fort Duquesne Blvd Strip,Fort Duquesne Blvd Strip,Fort Duquesne Blvd Strip,State,8077.47299568,683f2117-5293-470b-89bd-a70f4e6775bd,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,6th Division,1.61390665476499,ead3bd0f-fe39-44d0-8665-0e61aeb8f89c,11289.78515625,3232.34408314909
29,218,8.83743664,384957.20034375,Neighborhood Park,NP,,,Washington's Landing Park,,,,,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,8.83743664318581,ecc20a0a-80ae-4868-9e80-85e751bfa989,61865.47265625,1258.3431999142
30,134,0.89138456,38828.55601983,Beautification Site,BTF,12,Negley Run Blvd,Negley Run Blvd,Negley Run Blvd,Northeast,1568.61965766,0d64322c-0c5d-4008-9652-0cf4c8e5075e,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,2nd Division,0.891384557725449,82f63ac9-7b52-4a64-94a1-ad4bc7313bd1,6239.703125,628.000685950562
31,88,0.05664555,2467.47026864,Beautification Site,BTF,12,Highland Ave Plant Strip,Highland Ave Plant Strip,Highland Ave Plant Strip,Northeast,361.07461526,646d5e11-0ec7-4f5b-81ad-0e50bd2bfcbe,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,2nd Division,5.66455495535085E-02,88d9bae8-758e-4cb6-aba8-de0923701d95,396.50390625,144.567812257912
32,136,0.15624296,6805.91594567,Beautification Site,BTF,12,Negley-Collins Triangle,Negley-Collins Triangle,Negley-Collins Triangle,Northeast,340.7149413,6800cfe2-5d26-4f19-a71f-8e507978ad94,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,2nd Division,0.156242956138908,5b27c2cb-c9ae-467c-ab62-cf1b12f195f7,1093.6796875,136.510972072081
33,124,0.6059212,26393.82169747,Beautification Site,BTF,11,McPherson Blvd Strip,McPherson Blvd Strip,McPherson Blvd Strip,Eastern,2418.06827803,7b7961f7-5e49-410f-a46c-cb27d41465fc,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,0.605921195433321,1e65e5d7-94b0-4233-9251-1f9dd63067d3,4239.94921875,968.221965195105
34,179,0.59164129,25771.79164892,Beautification Site,BTF,11,Thomas Blvd Planting Strip,Thomas Blvd Planting Strip,Thomas Blvd Planting Strip,Eastern,2507.73330983,241f501a-1070-401c-b117-168461d0d1ca,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,0.591641293305781,523731af-ae77-4db5-80e1-c80f88d8e9dc,4139.921875,1004.09444420046
35,100,0.12453154,5424.57228537,Beautification Site,BTF,10,Le Roi Rd Island,Le Roi Rd Island,Le Roi Rd Island,Eastern,541.81569145,f6aa791b-e26a-4809-8abb-6b6b83fc14cc,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,3rd Division,0.124531542325976,5d913ce1-736f-4b32-8f08-ab1cdef16fe7,871.21484375,217.385188566091
36,159,0.03792438,1651.9793821,Beautification Site,BTF,10,Reynolds St Planting Circle,Reynolds St Planting Circle,Reynolds St Planting Circle,Eastern,144.68059197,530e9f89-cd66-4416-bcfc-5427f7dd7f84,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,3rd Division,3.79243799366842E-02,92be9c63-23e5-4e33-b3dd-069181985bb7,265.30859375,57.9812546206293
37,76,0.00106942,46.58370335,Beautification Site,BTF,10,Glen Arden Circle,Glen Arden Circle,Glen Arden Circle,Eastern,24.316377,c273533e-c3d7-41a9-ad58-cac20ff7937b,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,3rd Division,1.06941895512493E-03,1a5fe82d-4c29-48e5-8a88-a9f6d3b04510,7.484375,9.74490836106217
38,77,0.0072054,313.86589242,Beautification Site,BTF,10,Glen Arden Triangle,Glen Arden Triangle,Glen Arden Triangle,Eastern,69.95243577,42b935d1-085d-4ec1-951b-8c2e02bf702a,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,3rd Division,7.20539825269681E-03,120237e1-8e77-4df4-8eab-2f88cf96309f,50.40625,28.0412167618791
39,57,0.00165399,72.04733352,Beautification Site,BTF,10,Edgerton Circle,Edgerton Circle,Edgerton Circle,Eastern,30.2251192,aaa0ea46-f889-43ee-92a4-8d2cb5f28154,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,3rd Division,1.65398580598273E-03,bf2f3f97-1f6a-4914-943f-34c12d69f62c,11.56640625,12.1129845563024
40,126,0.67192713,29269.02887278,Beautification Site,BTF,10,Mellon Park Island,Mellon Park Island,Mellon Park Island,Eastern,744.325083,79324a1c-1ea2-4101-8abc-c0bb3353dfc8,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,3rd Division,0.671927133820977,d45f3a33-ead4-46aa-bc40-3505e93a200d,4701.47265625,298.394611165586
41,151,0.07362101,3206.91849924,Beautification Site,BTF,12,Penn Circle W Triangle,S Euclid Ave Triangle,S Euclid Ave Triangle,Northeast,345.90545485,2a334f85-c134-4aac-8158-d03cf25f5b55,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,2nd Division,7.36210130154146E-02,1e3c9f3a-1b31-4567-9a1d-5e3e8cba7a68,515.27734375,138.674743941838
42,150,0.02981724,1298.83372339,Beautification Site,BTF,12,Penn Circle W Square,N Euclid Ave Square,N Euclid Ave Square,Northeast,194.32174019,d12831e9-bd61-4c52-ab4d-9931dd5f4f42,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,2nd Division,2.98172387221314E-02,74686eca-3d9a-42cf-bcdb-049f65c6b021,208.6953125,77.8427059974591
43,8,0.10325286,4497.67643554,Beautification Site,BTF,12,Amber Triangle,Amber Triangle,Amber Triangle,Northeast,296.74385881,f2ac7993-bc0c-4271-9071-e469f8f652cc,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,2nd Division,0.103252856434758,539ed798-a512-4258-a5cb-3984e96044e5,722.6171875,118.904249355041
44,17,0.27630339,12035.72741039,Beautification Site,BTF,12,Baum Negley Triangle,Baum Negley Triangle,Baum Negley Triangle,Northeast,504.37222474,fa3d8490-619c-4c5d-acee-a60c745dd8b5,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,2nd Division,0.276303387360869,759674ea-1c6b-48ff-bf59-4d05b2df0e93,1933.64453125,202.080501179449
45,69,4.54113022,197810.84126924,Beautification Site,BTF,12,Frankstown Triangle 1 & 2,Frankstown Triangle 1 & 2,Frankstown Triangle 1 & 2,Northeast,3139.28567015,732bc31d-d5bf-4d93-b8be-795a9bdeaf77,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,2nd Division,4.54113022302529,2c5356d3-2c2f-492a-b7ff-9986da79e48c,31782.63671875,1259.27087224346
46,155,0.02312035,1007.11843125,Beautification Site,BTF,13,Polish Hill Monument,Polish Hill Monument,Polish Hill Monument,Schenley,134.44142936,b37088bf-d7c0-401e-9d93-e5f9f85ca70b,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,2nd Division,2.31203503152232E-02,f65134c5-37b1-4379-905f-1a7ca81cfe4b,161.78515625,53.9272349600803
47,128,0.07906007,3443.84302078,Beautification Site,BTF,10,Monitor St and St Phil Islands,Monitor St and St Phil Islands,Monitor St and St Phil Islands,Eastern,251.94530266,8b16bb3a-205c-4812-aa9a-ad87e31e2a78,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,3rd Division,7.90600733745719E-02,75298895-6764-48dd-8677-37a984f4c0a0,552.76171875,100.902864147407
48,102,0.14585206,6353.29040585,Neighborhood Park,NP,1,Leister St Parklet,Leister Street Park,Leister Street Park,Northern,410.53604786,a9d16cfe-003c-476c-8ea2-0d522202d3ea,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,0.145852061962494,77ecb1b3-4179-4aef-ace5-0925e3f7a861,1020.82421875,130.91622335554
49,207,1.48028571,64480.9874778,Neighborhood Park,NP,5,Tropical Parklet,Tropical Park,Tropical Park,Western,1057.28576373,96b7ba58-af4f-4803-a06a-ee46a0219b12,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Southern,1.48028570712865,0ff45ef6-b0bc-4e41-9b95-58a608888975,10348.34765625,423.434904320372
50,113,2.30585031,100442.43753657,Neighborhood Park,NP,3,Manchester Park,Manchester Park,Manchester Park,Northern,1563.26918368,ce0b955c-091a-4ce4-a0bd-6f24dfe298bb,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,2.30585030549876,df96db6f-210c-40ec-b081-26daaf1fdc06,16137.078125,626.167594035937
51,225,0.84409285,36768.53760821,Neighborhood Park,NP,,,Washburn Square Park,,,,,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Northern,0.844092853140572,289b9d42-4109-49c1-98cd-284e1ae83698,5908.66796875,357.043991716175
52,83,1.26313167,55021.79543141,Neighborhood Park,NP,8,Hays Parklet,Hays Park,Hays Park,Southern,1369.16447913,286d8335-f1a8-402b-969d-0ede4cfcd2cc,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Eastern,1.26313166940442,10910a0d-b3a3-4c22-8d9f-38d8515240fe,8820.15625,548.102964564386
53,185,2.43646042,106131.79150183,Neighborhood Park,NP,4,Wabash Playground,Wabash Park,Wabash Park,Western,1676.46021167,92eb8cf6-4bbf-4a30-8b50-91ffe4b4fdda,pgh.admin,2021-11-02T15:32:09.725000+00:00,pgh.admin,2021-11-02T15:32:09.725000+00:00,Parks - Western,2.43646042310085,d296bef2-f3de-43be-8b61-9a15bf76a663,17041.1484375,672.525133989985
